,poi,address,street_number,street_name,suburb,postcode,latitude,longitude,public_school_percentile
317,Glenorie Public School,"1731 Old Northern Rd, Glenorie NSW 2157, Australia",1731,Old Northern Road,Glenorie,2157,-33.5996802,151.0075518,85.0
318,Strathfield South Public School,"457 Liverpool Rd, Strathfield NSW 2135, Australia",457,Liverpool Road,Strathfield,2135,-33.8915838,151.0843602,85.0
319,Rozelle Public School,"663 Darling St, Rozelle NSW 2039, Australia",663,Darling Street,Rozelle,2039,-33.8629688,151.1702211,85.0
320,Beaumont Hills Public School,"10/30 The Pkwy, Beaumont Hills NSW 2155, Australia",30,The Parkway,Beaumont Hills,2155,-33.69773060000001,150.9453531,84.0
321,Peakhurst South Public School,"45A Pindari Rd, Peakhurst Heights NSW 2210, Australia",45A,Pindari Road,Peakhurst Heights,2210,-33.9725279,151.0552251,84.0
322,Blacktown North Public School,"1 Bessemer St, Blacktown NSW 2148, Australia",1,Bessemer Street,Blacktown,2148,-33.757974,150.912774,84.0
323,Collaroy Plateau Public School,"41 Plateau Rd, Collaroy Plateau NSW 2097, Australia",41,Plateau Road,Collaroy Plateau,2097,-33.73252989999999,151.2930853,84.0
324,Bourke Street Public School,"590 Bourke St, Surry Hills NSW 2010, Australia",590,Bourke Street,Surry Hills,2010,-33.8904635,151.2158168,84.0
325,Gladesville Public School,"Victoria Rd, Gladesville NSW 2111, Australia",,Victoria Road,Gladesville,2111,-33.8324782,151.1263738,84.0
326,Asquith Public School,"3 Dudley St, Asquith NSW 2077, Australia",3,Dudley Street,Asquith,2077,-33.68610719999999,151.1123403,84.0
327,Undercliffe Public School,"143-157 Bayview Ave, Earlwood NSW 2206, Australia",143-157,Bayview Avenue,Earlwood,2206,-33.9243744,151.1386321,84.0
328,Kegworth Public School,"60 Tebbutt St, Leichhardt NSW 2040, Australia",60,Tebbutt Street,Leichhardt,2040,-33.886426,151.1472699,84.0
329,Concord West Public School,"378 Concord Rd, Concord West NSW 2138, Australia",378,Concord Road,Concord West,2138,-33.839567,151.087363,84.0
330,Brooklyn Public School,"106 Brooklyn Rd, Brooklyn NSW 2083, Australia",106,Brooklyn Road,Brooklyn,2083,-33.54821200000001,151.2152143,84.0
331,Laguna Street Public School,"204-206 Caringbah Rd, Caringbah South NSW 2229, Australia",204-206,Caringbah Road,Caringbah South,2229,-34.046491,151.112737,83.0
332,Clovelly Public School,"1 Arden St, Waverley NSW 2024, Australia",1,Arden Street,Waverley,2024,-33.9074314,151.2598719,83.0
333,Rosehill Public School,"31 Virginia St, Rosehill NSW 2142, Australia",31,Virginia Street,Rosehill,2142,-33.8239101,151.018914,83.0
334,Manly Village Public School,"Corner Darley Road and, 10 Wentworth St, Manly NSW 2095, Australia",10,Wentworth Street,Manly,2095,-33.7989208,151.2874465,83.0
335,Sherwood Ridge Public School,"34 Rosebery Rd, Kellyville NSW 2155, Australia",34,Rosebery Road,Kellyville,2155,-33.7070129,150.9753771,83.0
336,Georges Hall Public School,"16 Pennington Ave, Georges Hall NSW 2198, Australia",16,Pennington Avenue,Georges Hall,2198,-33.9117547,150.9923641,83.0
337,Blacktown South Public School,"183 Flushcombe Rd, Blacktown NSW 2148, Australia",183,Flushcombe Road,Blacktown,2148,-33.7808378,150.9064567,83.0
338,Double Bay Public School,"William St, Double Bay NSW 2028, Australia",,William Street,Double Bay,2028,-33.8746199,151.2409107,82.0
339,Vaucluse Public School,"28-34 Cambridge Ave, Vaucluse NSW 2030, Australia",28-34,Cambridge Avenue,Vaucluse,2030,-33.8507379,151.2813558,82.0
340,Bangor Public School,"130 Menai Rd, Bangor NSW 2234, Australia",130,Menai Road,Bangor,2234,-34.019549,151.0291062,82.0
341,Bondi Public School,"5 Wellington St, Bondi NSW 2026, Australia",5,Wellington Street,Bondi,2026,-33.8926836,151.2647021,82.0
342,Matraville Public School,"310 Bunnerong Rd, Hillsdale NSW 2036, Australia",310,Bunnerong Road,Hillsdale,2036,-33.9550747,151.2294378,82.0
343,Blacktown West Public School,"Lancaster St, Blacktown NSW 2148, Australia",,Lancaster Street,Blacktown,2148,-33.7704419,150.8927967,82.0
344,Banksmeadow Public School,"Trevelyan St & Wiggins St, Botany NSW 2019, Australia",,,Botany,2019,-33.95338640000001,151.2072277,82.0
345,Mona Vale Public School,"Waratah St, Mona Vale NSW 2103, Australia",,Waratah Street,Mona Vale,2103,-33.67635419999999,151.3009201,82.0
346,Boronia Park Public School,"113 Pittwater Rd, Hunters Hill NSW 2110, Australia",113,Pittwater Road,Hunters Hill,2110,-33.8214846,151.1354286,82.0
347,Kings Langley Public School,"66 Isaac Smith Parade, Kings Langley NSW 2147, Australia",66,Isaac Smith Parade,Kings Langley,2147,-33.7455088,150.9244244,81.0
348,Bald Face Public School,"84 Stuart St, Blakehurst NSW 2221, Australia",84,Stuart Street,Blakehurst,2221,-33.9966574,151.1068707,81.0
349,Bexley North Public School,"116 Kingsland Rd N, Bexley North NSW 2207, Australia",116,Kingsland Road North,Bexley North,2207,-33.9411935,151.1198599,81.0
350,Beauty Point Public School,"17 Medusa St, Mosman NSW 2088, Australia",17,Medusa Street,Mosman,2088,-33.81254169999999,151.2426408,81.0
351,Forestville Public School,"7 Melwood Ave, Forestville NSW 2087, Australia",7,Melwood Avenue,Forestville,2087,-33.7615558,151.2127874,81.0
352,Wakehurst Public School,"8 Glen St, Belrose NSW 2085, Australia",8,Glen Street,Belrose,2085,-33.7388269,151.2178992,81.0
353,Homebush Public School,"Rochester St, Homebush NSW 2140, Australia",,Rochester Street,Homebush,2140,-33.8673289,151.085103,81.0
354,Mortlake Public School,"Brays Rd, Concord NSW 2137, Australia",,Brays Road,Concord,2137,-33.8489164,151.1039503,81.0
355,Avalon Public School,"11 Old Barrenjoey Rd, Avalon Beach NSW 2107, Australia",11,Old Barrenjoey Road,Avalon Beach,2107,-33.6391578,151.3271695,81.0
356,Oatlands Public School,"Belmore St E, Oatlands NSW 2117, Australia",,Belmore Street East,Oatlands,2117,-33.8001025,151.0225315,81.0
357,Kellyville Ridge Public School,"Greenwich St & Singleton Ave, Kellyville Ridge NSW 2155, Australia",,,Kellyville Ridge,2155,-33.7038841,150.9249114,80.0
358,Loftus Public School,"103 National Ave, Loftus NSW 2232, Australia",103,National Avenue,Loftus,2232,-34.0469501,151.0489813,80.0
359,Ferncourt Public School,"74 Premier St, Marrickville NSW 2204, Australia",74,Premier Street,Marrickville,2204,-33.92066919999999,151.1520399,80.0
360,Burraneer Bay Public School,"163 Burraneer Bay Rd, Burraneer NSW 2230, Australia",163,Burraneer Bay Road,Burraneer,2230,-34.05122910000001,151.1331137,80.0
361,Auburn North Public School,"100 Adderley St W, Auburn NSW 2144, Australia",100,Adderley Street West,Auburn,2144,-33.8412487,151.0381602,80.0
362,Lilli Pilli Public School,"28-32 Lilli Pilli Point Rd, Lilli Pilli NSW 2229, Australia",28-32,Lilli Pilli Point Road,Lilli Pilli,2229,-34.06652800000001,151.1180339,80.0
363,Connells Point Public School,"2 Riverview Ave, Connells Point NSW 2221, Australia",2,Riverview Avenue,Connells Point,2221,-33.9850718,151.1000294,79.0
364,Gymea Bay Public School,"205A Gymea Bay Rd, Gymea Bay NSW 2227, Australia",205A,Gymea Bay Road,Gymea Bay,2227,-34.0469192,151.0830692,79.0
365,Marton Public School,"Marton Public School, 107 Kingswood Rd, Engadine NSW 2233, Australia",107,Kingswood Road,Engadine,2233,-34.0469644,151.0244815,79.0
366,Heathcote Public School,"30R Rosebery St, Heathcote NSW 2233, Australia",30R,Rosebery Street,Heathcote,2233,-34.0863734,151.0075218,79.0
367,Frenchs Forest Public School,"Ann St, Frenchs Forest NSW 2086, Australia",,Ann Street,Frenchs Forest,2086,-33.7514304,151.2248038,79.0
368,Lidcombe Public School,"Mills St, Lidcombe NSW 2141, Australia",,Mills Street,Lidcombe,2141,-33.8606905,151.047625,79.0
369,Hurstville South Public School,"32-48 Maher St, Hurstville NSW 2220, Australia",32-48,Maher Street,Hurstville,2220,-33.9722602,151.0995299,79.0
370,Manly Vale Public School,"77 Sunshine St, Manly Vale NSW 2093, Australia",77,Sunshine Street,Manly Vale,2093,-33.78373379999999,151.2603559,78.0
371,Parramatta North Public School,"Albert St, North Parramatta NSW 2151, Australia",,Albert Street,North Parramatta,2151,-33.80391340000001,151.0046194,78.0
372,Curl Curl North Public School,"Playfair Rd, Sydney NSW 2099, Australia",,Playfair Road,Sydney,2099,-33.76438959999999,151.2885284,78.0
373,Yowie Bay Public School,"Unit 42/64 Warrah Rd, Yowie Bay NSW 2228, Australia",64,Warrah Road,Yowie Bay,2228,-34.0480934,151.1024819,78.0
374,Beacon Hill Public School,"6 Tristram Rd, Beacon Hill NSW 2100, Australia",6,Tristram Road,Beacon Hill,2100,-33.75129820000001,151.2601721,78.0
375,Wheeler Heights Public School,"36 Veterans Parade, Collaroy Plateau NSW 2097, Australia",36,Veterans Parade,Collaroy Plateau,2097,-33.72802300000001,151.2848672,78.0
376,Campsie Public School,"Evaline St, Campsie NSW 2194, Australia",,Evaline Street,Campsie,2194,-33.9123515,151.1049593,78.0
377,Crown Street Public School,"356 Crown St, Surry Hills NSW 2010, Australia",356,Crown Street,Surry Hills,2010,-33.882275,151.2150253,77.0
378,Lewisham Public School,"49 The Boulevarde, Lewisham NSW 2049, Australia",49,The Boulevarde,Lewisham,2049,-33.89776869999999,151.1459834,77.0
379,Metella Road Public School,"117-131 Metella Rd, Toongabbie NSW 2146, Australia",117-131,Metella Road,Toongabbie,2146,-33.79445159999999,150.9358218,77.0
380,Miranda North Public School,"162B The Boulevarde, Miranda NSW 2228, Australia",162B,The Boulevarde,Miranda,2228,-34.0311049,151.1129375,77.0
381,Ashbury Public School,"34-76 Trevenar St, Ashbury NSW 2193, Australia",34-76,Trevenar Street,Ashbury,2193,-33.8989477,151.1194186,77.0
382,Alfords Point Public School,"2C Brushwood Dr, Alfords Point NSW 2234, Australia",2C,Brushwood Drive,Alfords Point,2234,-33.9921419,151.0245543,76.0
383,Clemton Park Public School,"185 Bexley Rd, Earlwood NSW 2206, Australia",185,Bexley Road,Earlwood,2206,-33.9297242,151.1091092,76.0
384,Newtown North Public School,"50 Carillon Ave, Newtown NSW 2042, Australia",50,Carillon Avenue,Newtown,2042,-33.89158559999999,151.185331,76.0
385,Mimosa Public School,"1 Mimosa St, Frenchs Forest NSW 2086, Australia",1,Mimosa Street,Frenchs Forest,2086,-33.7435056,151.2049649,76.0
386,Newtown Public School,"1 Norfolk St, Newtown NSW 2042, Australia",1,Norfolk Street,Newtown,2042,-33.89992840000001,151.1794873,76.0
387,Enfield Public School,"Beaumaris St, Enfield NSW 2136, Australia",,Beaumaris Street,Enfield,2136,-33.8886079,151.0941344,76.0
388,Menai Public School,"4R Hall Dr, Menai NSW 2234, Australia",4R,Hall Drive,Menai,2234,-34.012124,151.0065671,75.0
389,Annandale Public School,"25 Johnston St, Annandale NSW 2038, Australia",25,Johnston Street,Annandale,2038,-33.8856396,151.1689826,75.0
390,Elanora Heights Public School,"43 Elanora Rd, Elanora Heights NSW 2101, Australia",43,Elanora Road,Elanora Heights,2101,-33.70360340000001,151.2845321,75.0
391,Ryde East Public School,"12 Twin Rd, North Ryde NSW 2112, Australia",12,Twin Road,North Ryde,2112,-33.8063967,151.1268534,75.0
392,Revesby Public School,"71 Victoria St, Revesby NSW 2212, Australia",71,Victoria Street,Revesby,2212,-33.9445708,151.0164434,75.0
393,Cromer Public School,"Carcoola Rd, Cromer NSW 2099, Australia",,Carcoola Road,Cromer,2099,-33.7379272,151.2741725,75.0
394,Bondi Beach Public School,"Campbell Parade, Bondi Beach NSW 2026, Australia",,Campbell Parade,Bondi Beach,2026,-33.8885779,151.2770846,75.0
395,Padstow Heights Public School,"Chamberlain Rd, Padstow NSW 2211, Australia",,Chamberlain Road,Padstow,2211,-33.9662023,151.0308686,75.0
396,Ultimo Public School,"47/53 Jones St, Ultimo NSW 2007, Australia",53,Jones Street,Ultimo,2007,-33.8778891,151.1954159,75.0
397,Peakhurst Public School,"65A Bonds Rd, Peakhurst NSW 2210, Australia",65A,Bonds Road,Peakhurst,2210,-33.9553631,151.0615767,74.0
398,Newport Public School,"Stuart St, Newport NSW 2106, Australia",,Stuart Street,Newport,2106,-33.6601018,151.3125905,74.0
399,Glenfield Public School,"62 Railway Parade, Glenfield NSW 2167, Australia",62,Railway Parade,Glenfield,2167,-33.9710751,150.8966139,74.0
400,Kenthurst Public School,"111 Kenthurst Rd, Kenthurst NSW 2156, Australia",111,Kenthurst Road,Kenthurst,2156,-33.6659837,151.0049605,74.0
401,Narrabeen North Public School,"6 Namona St, North Narrabeen NSW 2101, Australia",6,Namona Street,North Narrabeen,2101,-33.69884599999999,151.297731,74.0
402,Gardeners Road Public School,"827 Botany Rd, Rosebery NSW 2018, Australia",827,Botany Road,Rosebery,2018,-33.9207156,151.197734,74.0
403,Walters Road Public School,"158 Walters Rd, Blacktown NSW 2148, Australia",158,Walters Road,Blacktown,2148,-33.78470259999999,150.8918321,74.0
404,Sutherland North Public School,"12-18 Auburn St, Sutherland NSW 2232, Australia",12-18,Auburn Street,Sutherland,2232,-34.02679140000001,151.0670699,73.0
405,Carlton South Public School,"67 Jubilee Ave, Carlton NSW 2218, Australia",67,Jubilee Avenue,Carlton,2218,-33.9726916,151.1282439,73.0
406,Narrabeen Lakes Public School,"1299 Pittwater Rd, Narrabeen NSW 2101, Australia",1299,Pittwater Road,Narrabeen,2101,-33.72070679999999,151.2976799,73.0
407,Carlton Public School,"60 Cameron St, Bexley NSW 2207, Australia",60,Cameron Street,Bexley,2207,-33.9635156,151.1228454,73.0
408,Canterbury South Public School,"20 High St, Canterbury NSW 2193, Australia",20,High Street,Canterbury,2193,-33.9178136,151.1157954,73.0
409,Woronora River Public School,"113A Prices Cct, Woronora NSW 2232, Australia",113A,Prices Circuit,Woronora,2232,-34.0263258,151.0414956,73.0
410,Harcourt Public School,"9/1 First Ave, Campsie NSW 2194, Australia",1,First Avenue,Campsie,2194,-33.90900360000001,151.0955287,73.0
411,Kensington Public School,"77-79 Doncaster Ave, Kensington NSW 2033, Australia",77-79,Doncaster Avenue,Kensington,2033,-33.90961039999999,151.2249452,72.0
412,Melrose Park Public School,"110 Wharf Rd, Ermington NSW 2114, Australia",110,Wharf Road,Ermington,2114,-33.8148581,151.0719245,72.0
413,Rouse Hill Public School,"39-41 Clower Ave, Rouse Hill NSW 2155, Australia",39-41,Clower Avenue,Rouse Hill,2155,-33.6790511,150.9207718,72.0
414,Tempe Public School,"Unwins Bridge Rd, St Peters NSW 2044, Australia",,,Saint Peters,2044,-33.9209683,151.1606928,72.0
415,Wattle Grove Public School,"Cressbrook Dr, Wattle Grove NSW 2173, Australia",,Cressbrook Drive,Wattle Grove,2173,-33.95871489999999,150.9367969,72.0
416,Vardys Road Public School,"20 Vardys Rd, Kings Langley NSW 2147, Australia",20,Vardys Road,Kings Langley,2147,-33.75780640000001,150.941925,72.0
417,Governor Philip King Public School,"61 Allambie Rd, Edensor Park NSW 2176, Australia",61,Allambie Road,Edensor Park,2176,-33.8734311,150.8786866,72.0
418,Engadine Public School,"1A Waratah Rd, Engadine NSW 2233, Australia",1A,Waratah Road,Engadine,2233,-34.0632803,151.0124096,71.0
419,Toongabbie West Public School,"83 Ballandella Rd, Toongabbie NSW 2146, Australia",83,Ballandella Road,Toongabbie,2146,-33.79263,150.957258,71.0
420,St Peters Public School,"93A Church St, St Peters NSW 2044, Australia",93A,Church Street,Saint Peters,2044,-33.91280870000001,151.1776207,71.0
421,Oyster Bay Public School,"2-4 Phillip St, Oyster Bay NSW 2225, Australia",2-4,Phillip Street,Oyster Bay,2225,-34.0078804,151.0807087,71.0
422,Brighton-Le-Sands Public School,"35 Crawford Rd, Brighton-Le-Sands NSW 2216, Australia",35,Crawford Road,Brighton-Le-Sands,2216,-33.962484,151.1490218,71.0
423,Yarrawarrah Public School,"45 Old Bush Rd, Yarrawarrah NSW 2233, Australia",45,Old Bush Road,Yarrawarrah,2233,-34.0563995,151.0273081,71.0
424,Cabramatta Public School,"Levuka St, Cabramatta NSW 2166, Australia",,Levuka Street,Cabramatta,2166,-33.8952383,150.9422795,71.0
425,Homebush West Public School,"20 Exeter Rd, Homebush West NSW 2140, Australia",20,Exeter Road,Homebush West,2140,-33.866439,151.0666276,71.0
426,Marrickville Public School,"116 Chapel St, Marrickville NSW 2204, Australia",116,Chapel Street,Marrickville,2204,-33.9061501,151.1623153,71.0
427,Rockdale Public School,"6 Lord St, Rockdale NSW 2216, Australia",6,Lord Street,Rockdale,2216,-33.9519329,151.1420418,70.0
428,Canley Vale Public School,"76 Canley Vale Rd, Canley Vale NSW 2166, Australia",76,Canley Vale Road,Canley Vale,2166,-33.8862261,150.9382043,70.0
429,Widemere Public School,"Nemesia St, Greystanes NSW 2145, Australia",,Nemesia Street,Greystanes,2145,-33.8331762,150.9401779,70.0
430,Coogee Public School,"Cnr of Coogee Bay Road &, Byron St, Coogee NSW 2034, Australia",,Byron Street,Coogee,2034,-33.9203963,151.2497476,70.0
431,Berowra Public School,"2 Hillcrest Rd, Berowra NSW 2081, Australia",2,Hillcrest Road,Berowra,2081,-33.61850400000001,151.1477613,70.0
432,Bonnet Bay Public School,"34R Tudar Rd, Bonnet Bay NSW 2226, Australia",34R,Tudar Road,Bonnet Bay,2226,-34.0129966,151.0561169,69.0
433,Blaxcell Street Public School,"350-368 Blaxcell St, Granville NSW 2142, Australia",350-368,Blaxcell Street,Granville,2142,-33.857981,151.0057552,69.0
434,Sans Souci Public School,"Rocky Point Rd, Sans Souci NSW 2219, Australia",,Rocky Point Road,Sans Souci,2219,-33.9945129,151.1302482,69.0
435,Bert Oldfield Public School,"Oldfield Rd, Seven Hills NSW 2147, Australia",,Oldfield Road,Seven Hills,2147,-33.7775178,150.9246166,69.0
436,Caringbah Public School,"Port Hacking Rd, Sydney NSW 2229, Australia",,Port Hacking Road,Sydney,2229,-34.0534656,151.1220976,69.0
437,Padstow Park Public School,"14 Segers Ave, Padstow NSW 2211, Australia",14,Segers Avenue,Padstow,2211,-33.95405279999999,151.0311746,68.0
438,Sylvania Heights Public School,"66 Venetia St, Sylvania NSW 2224, Australia",66,Venetia Street,Sylvania,2224,-34.0128971,151.096469,68.0
439,Canterbury Public School,"44 Church St, Canterbury NSW 2193, Australia",44,Church Street,Canterbury,2193,-33.9083797,151.1229227,68.0
440,Beverly Hills Public School,"King Georges Rd, Beverly Hills NSW 2209, Australia",,King Georges Road,Beverly Hills,2209,-33.9535507,151.0847047,68.0
441,Winston Heights Public School,"51 Buckleys Rd, Winston Hills NSW 2153, Australia",51,Buckleys Road,Winston Hills,2153,-33.7750972,150.9678055,68.0
442,Gymea North Public School,"Ruby Rd, Gymea NSW 2227, Australia",,Ruby Road,Gymea,2227,-34.0258264,151.0890054,67.0
443,Taren Point Public School,"93 Woodlands Rd, Taren Point NSW 2229, Australia",93,Woodlands Road,Taren Point,2229,-34.0181794,151.1225009,67.0
444,Bonnyrigg Heights Public School,"Cnr Lewis St &, Wilson Rd, Bonnyrigg Heights NSW 2177, Australia",,Wilson Road,Bonnyrigg Heights,2177,-33.88980410000001,150.8675378,67.0
445,Botany Public School,"1076 Botany Rd, Botany NSW 2019, Australia",1076,Botany Road,Botany,2019,-33.9425348,151.1949694,67.0
446,Daceyville Public School,"Joffre Cres, Daceyville NSW 2032, Australia",,Joffre Crescent,Daceyville,2032,-33.9289542,151.2271632,67.0
447,Beresford Road Public School,"74 Beresford Rd, Greystanes NSW 2145, Australia",74,Beresford Road,Greystanes,2145,-33.8148461,150.9429306,66.0
448,Como West Public School,"Wolger St, Como NSW 2226, Australia",,Wolger Street,Como,2226,-34.0049478,151.0605221,66.0
449,Woolooware Public School,"Wills Rd North, Woolooware NSW 2230, Australia",,Wills Rd N,Woolooware,2230,-34.04516350000001,151.1459874,66.0
450,Yates Avenue Public School,"71 Yates Ave, Dundas Valley NSW 2117, Australia",71,Yates Avenue,Dundas Valley,2117,-33.795556,151.0583783,66.0
451,Peakhurst West Public School,"Ogilvy St, Peakhurst NSW 2210, Australia",,Ogilvy Street,Peakhurst,2210,-33.9621607,151.0495165,66.0
452,Ramsgate Public School,"Chuter Ave, Ramsgate Beach NSW 2217, Australia",,Chuter Avenue,Ramsgate Beach,2217,-33.98141100000001,151.1436659,66.0
453,Lynwood Park Public School,"87 Turner St, Blacktown NSW 2148, Australia",87,Turner Street,Blacktown,2148,-33.7537918,150.9260711,65.0
454,Five Dock Public School,"13/33 Henry St, Five Dock NSW 2046, Australia",33,Henry Street,Five Dock,2046,-33.8667945,151.1273526,65.0
